edge_ID
99
100
101
102
103
260
261
271
272
361
362
469
479
480
670
671
689
690
801
802
806
807
811
812
813
816
864
922
923
1562
1563
1573
1574
2693
2694
3097
3098
3329
3399
3400
3574
3576
3879
3963
3964
3965
3966
4001
4003
4249
4250
4253
4254
4281
4282
4453
4743
4744
4864
4865
4870
4871
4872
4873
4877
4878
4879
5263
5264
5824
5825
5826
5835
5836
5928
5929
6093
6094
6181
6182
6183
6184
6188
6189
6194
6195
6275
6276
6392
6397
6429
6481
6765
6766
6893
6894
6898
6908
6922
6926
6929
6930
7470
7471
7768
7769
7776
7778
7785
7798
7819
7820
7822
7823
7836
7844
7845
7850
7852
7853
7856
7859
7860
7861
7868
7872
7873
8055
8056
8064
8118
8119
8130
8131
8231
8233
8586
8587
8597
8598
8607
8608
8760
8761
8801
8803
8805
8806
9338
9339
9351
9352
9353
9354
9355
9358
9359
9361
9362
9363
9365
9366
9370
9376
9377
9381
9382
9383
9386
9391
9394
9396
9397
9400
9401
9404
9405
9409
9413
9415
9416
9424
9583
9585
9607
9644
9645
9697
9698
9699
9795
9796
9812
9813
9867
9912
9913
10076
10077
10112
10113
10119
10120
10127
10129
10131
10244
10245
10247
10560
10561
10706
10707
10894
10895
10907
10908
10914
10915
10923
10924
10925
11189
11190
11192
11195
11197
11200
11201
11204
11206
11207
11210
11212
11213
11214
11234
11235
11260
11261
11633
11634
11639
11647
11648
11649
11650
11655
11665
11670
11775
11776
11818
11819
11965
11966
11971
11972
11981
12358
12359
12847
12849
12850
12851
12852
12853
12872
12873
12874
12877
12914
12979
12980
12984
12993
12995
12996
12998
13003
13004
13006
13007
13008
13012
13013
13016
13017
13019
13025
13115
13116
13120
13121
13122
13142
13145
13151
13152
13213
13214
13325
13630
13631
13640
13641
13643
13644
13859
13860
14085
14086
14100
14101
14110
14114
14115
14119
14120
14124
14126
14127
14131
14133
14134
14138
14143
14144
14147
14148
14150
14151
14153
14624
14625
14661
14662
14687
14688
14692
14694
14696
14698
14699
15122
15123
15125
15238
15239
15479
15481
15499
15500
15501
15506
15507
15508
15509
15518
15528
15529
15534
15652
15653
15677
15681
15738
16294
16295
16313
16326
16371
16372
16433
16434
16851
16853
17334
17335
17933
17935
18026
18027
18137
18140
18141
18143
18144
18145
18147
18148
18150
18151
18152
18154
18155
18157
18159
18161
18163
18165
18168
18169
18171
18174
18178
18219
18220
18242
18256
18257
18272
18273
18274
18275
18277
18278
18286
18333
18337
18338
18339
18341
18349
18350
18366
18367
18370
18372
18375
18376
18378
18379
18380
18381
18382
18384
18385
18390
18391
18393
18394
18395
18396
18400
18409
18410
18411
18412
18417
18418
18419
18422
18424
18426
18429
18611
18612
18613
18614
18619
18620
18625
18627
18717
18718
19005
19006
19076
19077
19392
19393
19434
19435
19899
19900
19904
19905
19912
19913
19927
19928
20007
20008
20114
20388
20389
20392
20393
20394
20395
20397
20451
20549
20550
20643
20644
20674
20676
20704
20705
21232
21233
21399
21502
21503
21726
21729
21730
21733
21849
21850
21995
21996
21999
22001
22058
22080
22144
22145
22842
23008
23026
23205
23232
23234
23237
23238
23244
23247
23265
23266
23285
23288
23292
23294
23297
23298
23299
23301
23305
23306
23307
23308
23312
23313
23320
23334
23335
23425
23426
23429
23430
23765
23766
23921
23922
24143
24212
24213
24304
24306
24309
24342
24343
24346
24348
24349
24350
24351
24353
24354
24355
24356
24357
24358
24359
24360
24362
24363
24364
24370
24372
24374
24376
24378
24380
24382
24389
24397
24436
24538
24540
24975
24976
25045
25047
25173
25174
25175
25177
25179
25181
25182
25184
25195
25196
25513
25514
25558
25730
25731
25865
25866
25916
25917
25921
25922
25929
25930
25994
25998
26005
26006
26543
26544
26545
26546
27424
27425
27537
27539
27964
28251
28253
28333
28334
28448
28449
28677
28678
29004
29005
29127
29128
29470
29799
30070
30072
30694
30695
30725
30726
30845
30846
30852
30853
30908
30909
31110
31111
31132
31133
31209
31210
31212
31237
31238
31299
31301
31888
31889
31891
31932
31934
32140
32141
32873
32883
32884
32903
32904
32983
32984
33484
33485
33494
33495
33739
33795
33796
33800
33801
33802
33828
33829
33830
33831
34135
34241
34242
34279
34717
34933
34934
35477
35828
35924
35983
35984
35991
35992
36219
36220
36367
36941
36943
36947
36950
36951
36952
36958
36963
37320
37321
37390
37391
37572
37578
37604
37606
37807
37808
37813
37863
37864
38111
38343
38344
38345
38417
38632
38633
38893
38895
38959
38960
39382
39383
39510
39511
39777
39778
39828
40023
40024
40025
40026
40027
40028
40138
40139
40143
40144
40192
40272
40273
40578
40606
40607
40723
40724
40765
40766
40914
40950
40953
41123
41125
41130
41131
41247
41250
41515
41516
41519
41520
41521
41562
41565
41566
41572
41573
41574
41581
41582
41584
41585
41587
41588
41589
41590
41591
41592
41595
41600
41601
41603
41610
41611
41612
41614
41618
41622
41623
41625
41626
41627
41681
41682
41685
41686
41690
41691
41692
41695
41702
41760
42020
42021
42022
42024
42081
42082
42338
42339
42341
42438
42439
42516
42517
42699
42700
42846
42847
42849
42850
42853
42854
42882
42884
42885
42886
42887
42890
42891
42892
42895
42896
42899
42900
42913
42914
42921
42922
42926
42928
42929
42930
42932
42933
42934
42935
42940
42941
42942
42944
42945
42946
42947
42948
42949
42950
42951
42952
42953
42954
42955
42956
42957
42959
42960
42961
42962
42963
42964
42965
42966
42967
42968
42969
43048
43049
43118
43119
43283
43284
43288
43289
43290
43291
43293
43294
43296
43297
43298
43299
43310
43311
43509
43510
43588
43589
43618
43685
43687
43847
43848
43980
43981
43987
44075
44076
44326
44327
44331
44428
44429
44434
44435
44436
44439
44440
44443
44445
44448
44449
44450
44478
44481
44482
44634
44754
44756
44757
44760
44807
44811
44896
44897
44988
45049
45050
45160
45161
45183
45184
