route_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,service_id
ASC_4560585,2dbc6090-612a-468e-a5e2-e50afd363200,King Historic District,,0,402,9094281e-3c28-4b1a-884c-590249013139,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,2deb983f-6730-49f2-a7e2-265c63ba177c,King Historic District,,0,302,9094281e-3c28-4b1a-884c-590249013139,0,1,c47be74b-3efd-4677-b99b-aa529fc84faa
ASC_4560585,2e367b19-7f38-4f5d-b0e5-5c030139c0b0,Centennial Olympic Park,,1,101,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,e3037c28-7b59-4724-9aba-3a760b65a4a3
ASC_4560585,2e5f0999-f9bf-434e-97ee-3bbb338abcf7,Centennial Olympic Park,,1,102,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,e3037c28-7b59-4724-9aba-3a760b65a4a3
ASC_4560585,2e79d15e-c76b-4594-ad46-d714c9b391bc,King Historic District,,0,401,9094281e-3c28-4b1a-884c-590249013139,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,2e932cd7-4813-479d-95be-0d752bf3ce49,Centennial Olympic Park,,1,101,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,e3037c28-7b59-4724-9aba-3a760b65a4a3
ASC_4560585,2e96bfb7-dc36-4db0-ae78-7ad5567427ea,Centennial Olympic Park,,1,102,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,e3037c28-7b59-4724-9aba-3a760b65a4a3
ASC_4560585,2efd127d-ee96-4a4e-b31a-63b256f83a80,Centennial Olympic Park,,1,402,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,2f1b7a38-3001-4e28-8155-06fc57923fc2,Centennial Olympic Park,,1,401,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,2f4df3fd-9b8f-4e50-a731-206017c997e1,King Historic District,,0,301,9094281e-3c28-4b1a-884c-590249013139,0,1,c47be74b-3efd-4677-b99b-aa529fc84faa
ASC_4560585,2f58169d-4de1-4c09-9738-7a9b6d7ae256,Centennial Olympic Park,,1,402,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,2f5fb91a-bf7c-432f-802d-c4ded640c650,King Historic District,,0,402,9094281e-3c28-4b1a-884c-590249013139,0,1,bc5f6c7b-b0b2-4af7-9a70-63edb6704415
ASC_4560585,307dafaf-e5d9-4d34-aa4d-500ec5618344,King Historic District,,0,201,9094281e-3c28-4b1a-884c-590249013139,0,1,2cb418db-7850-4e4b-ad8e-688af0fd0193
ASC_4560585,31b46158-b99d-425c-b23d-8efa5e10ec54,Centennial Olympic Park,,1,202,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,2cb418db-7850-4e4b-ad8e-688af0fd0193
ASC_4560585,31d31fc5-3e3d-44f7-8165-8df9f062a5e7,Centennial Olympic Park,,1,302,a318d260-2f2e-4206-90f0-dd780c9eac11,0,1,c47be74b-3efd-4677-b99b-aa529fc84faa
ASC_4560585,320c688e-acea-4a6f-b653-71610a0027f9,King Historic District,,0,102,9094281e-3c28-4b1a-884c-590249013139,0,1,e3037c28-7b59-4724-9aba-3a760b65a4a3
