route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0515,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0555,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0625,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0655,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0725,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Downtown/Midtown - 0800,AM,0,,Hampton/Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:06:54:463AM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1505,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1535,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1605,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1635,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1705,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1735,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
440 - Hampton:Jonesboro to Downtown:Midtown,A,440 - Jonesboro/Hampton - 1815,PM,0,,Downtown/Midtown to Jonesboro/Hampton (PM)_Oct  3 2018  4:59:18:240PM
441 - Jonesboro to Downtown:Midtown,A,441 - Downtown/Midtown - 0525,AM,0,,Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:03:37:960AM
441 - Jonesboro to Downtown:Midtown,A,441 - Downtown/Midtown - 0605,AM,0,,Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:03:37:960AM
441 - Jonesboro to Downtown:Midtown,A,441 - Downtown/Midtown - 0635,AM,0,,Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:03:37:960AM
441 - Jonesboro to Downtown:Midtown,A,441 - Downtown/Midtown - 0705,AM,0,,Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:03:37:960AM
441 - Jonesboro to Downtown:Midtown,A,441 - Downtown/Midtown - 0745,AM,0,,Jonesboro to Downtown/Midtown (AM)_Sep  6 2017 10:03:37:960AM
441 - Jonesboro to Downtown:Midtown,A,441 - Jonesboro - 1445,PM,0,,Downtown/Midtown to Jonesboro (PM)_Oct  3 2018  5:05:13:037PM
441 - Jonesboro to Downtown:Midtown,A,441 - Jonesboro - 1500,PM,0,,Downtown/Midtown to Jonesboro (PM)_Oct  3 2018  5:05:13:037PM
441 - Jonesboro to Downtown:Midtown,A,441 - Jonesboro - 1620,PM,0,,Downtown/Midtown to Jonesboro (PM)_Oct  3 2018  5:05:13:037PM
441 - Jonesboro to Downtown:Midtown,A,441 - Jonesboro - 1650,PM,0,,Downtown/Midtown to Jonesboro (PM)_Oct  3 2018  5:05:13:037PM
441 - Jonesboro to Downtown:Midtown,A,441 - Jonesboro - 1900,PM,0,,Downtown/Midtown to Jonesboro (PM)_Oct  3 2018  5:05:13:037PM
442 - Riverdale to Downtown,A,442 - Downtown - 0530,AM,0,,Riverdale to Downtown (AM)
442 - Riverdale to Downtown,A,442 - Downtown - 0620,AM,0,,Riverdale to Downtown (AM)
442 - Riverdale to Downtown,A,442 - Downtown - 0645,AM,0,,Riverdale to Downtown (AM)
442 - Riverdale to Downtown,A,442 - Downtown - 0705,AM,0,,Riverdale to Downtown (AM)
442 - Riverdale to Downtown,A,442 - Downtown - 0800,AM,0,,Riverdale to Downtown (AM)
442 - Riverdale to Downtown,A,442 - Riverdale - 1530,PM,0,,Downtown to Riverdale (PM)_Oct  3 2018  5:11:09:623PM
442 - Riverdale to Downtown,A,442 - Riverdale - 1600,PM,0,,Downtown to Riverdale (PM)_Oct  3 2018  5:11:09:623PM
442 - Riverdale to Downtown,A,442 - Riverdale - 1630,PM,0,,Downtown to Riverdale (PM)_Oct  3 2018  5:11:09:623PM
442 - Riverdale to Downtown,A,442 - Riverdale - 1700,PM,0,,Downtown to Riverdale (PM)_Oct  3 2018  5:11:09:623PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0530,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0600,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0615,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0630,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0645,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0700,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0730,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Downtown/Midtown - 0800,AM,0,,Newnan/Union City to Downtown/Midtown (AM)
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1500,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1530,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1600,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1620,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1640,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1700,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
453 - Newnan:Union City to Downtown:Midtown,A,453 - Union City/Newnan - 1730,PM,0,,Downtown/Midtown to Union City/Newnan (PM)_Oct  3 2018  5:09:21:070PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1500,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1530,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1545,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1557,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1609,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1621,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1633,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1645,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1705,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1730,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Douglas MMTC/West Douglas - 1800,PM,0,,Downtown/Midtown to Douglasville/West Douglas (PM)_Oct  3 2018  5:18:24:940PM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0515,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0537,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0557,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0612,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0624,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0636,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0648,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0700,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0715,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0735,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
463 - W Douglas:Douglasville to Downtown:Midtown,A,463 - Downtown/Midtown - 0800,AM,0,,West Douglas/Douglasville to Downtown/Midtown (AM)_Apr 26 2017 11:14:58:083AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0520,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0545,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0605,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0620,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0635,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0650,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0705,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0725,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Downtown/Midtown - 0750,AM,0,,Hiram/Powder Springs to Downtown/Midtown (AM)_Nov 15 2016 10:07:57:593AM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1500,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1530,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1550,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1600,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1615,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1630,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1645,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1700,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
476 - Hiram:Powder Springs to Downtown:Midtown,A,476 - Powder Springs/Hiram - 1720,PM,0,,Downtown/Midtown to Powder Springs/Hiram (PM)_Oct  3 2018  5:02:53:920PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Downtown - 0530,AM,0,,Acworth/Town Center (Big Shanty) to Downtown (AM)_Oct  3 2018  4:31:04:373PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Downtown - 0600,AM,0,,Acworth/Town Center (Big Shanty) to Downtown (AM)_Oct  3 2018  4:31:04:373PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Downtown - 0630,AM,0,,Acworth/Town Center (Big Shanty) to Downtown (AM)_Oct  3 2018  4:31:04:373PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Downtown - 0700,AM,0,,Acworth/Town Center (Big Shanty) to Downtown (AM)_Oct  3 2018  4:31:04:373PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Downtown - 0745,AM,0,,Acworth/Town Center (Big Shanty) to Downtown (AM)_Oct  3 2018  4:31:04:373PM
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Town Center/Acworth - 1500,PM,0,,Downtown to Town Center (Big Shanty)/Acworth (PM)
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Town Center/Acworth - 1600,PM,0,,Downtown to Town Center (Big Shanty)/Acworth (PM)
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Town Center/Acworth - 1630,PM,0,,Downtown to Town Center (Big Shanty)/Acworth (PM)
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Town Center/Acworth - 1700,PM,0,,Downtown to Town Center (Big Shanty)/Acworth (PM)
480 - Acworth:Town Center (Big Shanty) to Downtown,A,480 - Town Center/Acworth - 1745,PM,0,,Downtown to Town Center (Big Shanty)/Acworth (PM)
482 - Town Center (Big Shanty) to Perimeter,A,482 - Perimeter - 0545 - Copy,AM,0,,Town Center (Big Shanty) to Perimeter (AM)_Feb 13 2017  2:22:15:510PM
482 - Town Center (Big Shanty) to Perimeter,A,482 - Perimeter - 0605 - Copy,AM,0,,Town Center (Big Shanty) to Perimeter (AM)_Feb 13 2017  2:22:15:510PM
482 - Town Center (Big Shanty) to Perimeter,A,482 - Perimeter - 0635 - Copy,AM,0,,Town Center (Big Shanty) to Perimeter (AM)_Feb 13 2017  2:22:15:510PM
482 - Town Center (Big Shanty) to Perimeter,A,482 - Town Center - 1530 - Copy,PM,0,,Perimeter to Town Center (Big Shanty) (PM)
482 - Town Center (Big Shanty) to Perimeter,A,482 - Town Center - 1600 - Copy,PM,0,,Perimeter to Town Center (Big Shanty) (PM)
482 - Town Center (Big Shanty) to Perimeter,A,482 - Town Center - 1630 - Copy,PM,0,,Perimeter to Town Center (Big Shanty) (PM)
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0530,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0600,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0620,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0640,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0700,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0720,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Midtown - 0755,AM,0,,Woodstock/Town Center (Big Shanty) to Midtown (AM)_Nov 14 2016  9:42:13:893AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1515,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1545,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1605,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1625,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1645,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1705,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
483 - Woodstock:Town Center(Big Shanty) to Midtown,A,483 - Town Center/Woodstock - 1745,PM,0,,Midtown to Town Center (Big Shanty)/Woodstock (PM)_Nov 14 2016  9:42:26:290AM
490 - Canton:Woodstock to Downtown,A,490 - Downtown - 0535,AM,0,,Canton/Woodstock to Downtown (AM)_Oct  3 2018  4:36:03:780PM
490 - Canton:Woodstock to Downtown,A,490 - Downtown - 0605,AM,0,,Canton/Woodstock to Downtown (AM)_Oct  3 2018  4:36:03:780PM
490 - Canton:Woodstock to Downtown,A,490 - Woodstock to Downtown - 0645,AM,0,,Woodstock to Downtown (AM)_Apr 24 2018 10:47:51:880AM
490 - Canton:Woodstock to Downtown,A,490 - Woodstock to Downtown - 0710,AM,0,,Woodstock to Downtown (AM)_Apr 24 2018 10:47:51:880AM
490 - Canton:Woodstock to Downtown,A,490 - Woodstock/Canton - 1610,PM,0,,Downtown to Woodstock/Canton (PM)
490 - Canton:Woodstock to Downtown,A,490 - Woodstock/Canton - 1640,PM,0,,Downtown to Woodstock/Canton (PM)
490 - Canton:Woodstock to Downtown,A,490 - Woodstock/Canton - 1710,PM,0,,Downtown to Woodstock/Canton (PM)
490 - Canton:Woodstock to Downtown,A,490 - Woodstock/Canton - 1740,PM,0,,Downtown to Woodstock/Canton (PM)
