route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message
6269,c_4392_b_none_d_31,t_187041_b_none_tn_7,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187041_b_none_tn_8,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187041_b_none_tn_9,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187030_b_none_tn_1,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187030_b_none_tn_2,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187030_b_none_tn_3,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187036_b_none_tn_1,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187036_b_none_tn_2,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187028_b_none_tn_0,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187026_b_none_tn_2,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187026_b_none_tn_1,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187041_b_none_tn_1,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187041_b_none_tn_10,,,1,,p_92289,,,,,,,,,,
6269,c_4392_b_none_d_31,t_187041_b_none_tn_11,,,1,,p_92289,,,,,,,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_11,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_1,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293425_b_16105_tn_3,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293422_b_16105_tn_2,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293422_b_16105_tn_1,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_9,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_8,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_7,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_6,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_12,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_4,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_3,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_10,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293425_b_16105_tn_1,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_5,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293425_b_16105_tn_2,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293419_b_16105_tn_2,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_188649_b_16105_tn_0,,Gwinnett Transit Center,0,,p_178676,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_4,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293420_b_16105_tn_1,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293420_b_16105_tn_2,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_1,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_10,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_11,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_12,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_2,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_3,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_5,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_6,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_7,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_8,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293423_b_16105_tn_9,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293429_b_16105_tn_1,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293429_b_16105_tn_2,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293429_b_16105_tn_3,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293429_b_16105_tn_4,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_31,t_293430_b_16105_tn_0,,Doraville via Remington,1,,p_178682,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_1,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_9,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_8,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_7,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_6,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_5,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_4,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_3,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_2,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_15,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_14,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_13,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_12,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_11,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293433_b_16105_tn_10,,Sugarloaf Mills ,0,,p_178675,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_1,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293435_b_16105_tn_0,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_9,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_8,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_7,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_6,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_5,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_4,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_3,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_2,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_14,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_13,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_12,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_11,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_15299_b_16105_d_32,t_293434_b_16105_tn_10,,Doraville via Remington,1,,p_178681,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518534_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518528_b_none_tn_7,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518530_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518530_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518530_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518531_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518532_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518532_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518533_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518539_b_none_tn_0,,,0,,p_9283,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518540_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518537_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_5,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_7,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_9,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_10,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_6,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_11,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_12,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_13,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_3,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_4,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518529_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518529_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518541_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518541_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518536_b_none_tn_8,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518535_b_none_tn_0,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518538_b_none_tn_0,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518537_b_none_tn_3,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16096_b_none_d_0,t_518537_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518696_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518704_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518703_b_none_tn_0,,,0,,p_9283,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518698_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518697_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518696_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518692_b_none_tn_7,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518694_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518694_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518694_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518695_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518699_b_none_tn_0,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518701_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518701_b_none_tn_3,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518693_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518693_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_9,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518701_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518705_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518705_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_8,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518702_b_none_tn_0,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_7,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_6,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_5,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_4,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_3,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_13,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_12,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_11,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_10,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_16098_b_none_d_0,t_518700_b_none_tn_1,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187046_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187047_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187048_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_7,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187045_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187045_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187045_b_none_tn_3,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187044_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187043_b_none_tn_0,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187046_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_6,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_5,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_4,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_2,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187056_b_none_tn_1,,,0,,p_92291,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187053_b_none_tn_0,,,0,,p_9283,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187050_b_none_tn_6,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
6270,c_4392_b_none_d_31,t_187054_b_none_tn_2,,,1,,p_92292,,,,1.0t+0.00,1.0t+0.00,0.00,,,,
